customer-id,age,gender,product,product-category,size,color,season,review-rate,shipping-mode,discount-applied,promo-code,previous-purchaser,payment-method,purchase-frequency,order-date,shipped-date,delivery-date,customer-name,country,city,quantity,unit-price,sales-price,status,reason
CUST3406,26,Male,Cheese,Dairy,Small,Green,Winter,4,Standard,0,85904,No,PayPal,Monthly,51:04.3,51:04.3,51:04.3,David Thomas,USA,Los Angeles,4,14,56,Delivered,
CUST3407,60,Female,Cake,Bakery,Large,Brown,Winter,1,Shipped from Abroad,20,26999,Yes,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,Daniel Smith,USA,New York,10,38.46,307.68,Delivered,
CUST3408,33,Female,Mango,Fruits,Large,Brown,Spring,1,Standard,10,50620,No,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Sarah Brown,UK,London,5,10.72,48.24,Returned,Changed Mind
CUST3409,53,Male,Fish,Meat,Large,Yellow,Spring,2,Standard,15,47106,No,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,Olivia Johnson,Germany,Berlin,4,1.52,5.17,Returned,Damaged Product
CUST3410,44,Female,Cheese,Dairy,Small,Brown,Spring,2,Shipped from Abroad,15,25093,Yes,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,John Thomas,USA,Chicago,8,39.69,269.89,Returned,Wrong Item
CUST3411,45,Female,Pork,Meat,Large,Yellow,Autumn,4,Express,5,86588,Yes,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Sarah Johnson,UK,Manchester,6,14.88,84.82,Returned,Late Delivery
CUST3412,34,Male,Chips,Snacks,Medium,Yellow,Winter,4,Express,5,43469,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Mary Thomas,Australia,Sydney,,37.05,,Delivered,
CUST3413,19,Female,Juice,Beverages,Small,Brown,Spring,3,Standard,0,54598,Yes,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,Emma Smith,Canada,Montreal,10,15.53,155.3,Returned,Changed Mind
CUST3414,24,Male,Chocolate,Snacks,Large,Brown,Summer,5,Standard,5,37828,Yes,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,John Anderson,UK,London,4,18.34,69.69,Returned,Quality Issue
CUST3415,70,Male,Potato,Vegetables,Medium,Brown,Summer,5,Express,5,98004,Yes,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,Emma Brown,UK,Liverpool,3,8.18,23.31,Delivered,
CUST3416,62,Female,Soda,Beverages,Large,Red,Autumn,4,Shipped from Abroad,5,45825,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,John Anderson,Germany,Hamburg,8,48.76,370.58,Delivered,
CUST3417,46,Male,Spinach,Vegetables,Large,Red,Winter,1,Express,0,63296,Yes,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Olivia Johnson,Canada,Vancouver,3,3.09,9.27,Delivered,
CUST3418,69,Female,Apple,Fruits,Medium,White,Spring,,Shipped from Abroad,10,44505,Yes,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,Emma Thomas,USA,New York,6,19.1,103.14,Returned,Damaged Product
CUST3419,24,Female,Butter,Dairy,Large,Brown,Autumn,4,Express,10,39853,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,John Anderson,Germany,Berlin,2,16.77,30.19,Returned,Wrong Item
CUST3420,58,Female,Muffin,Bakery,Large,Brown,Winter,4,Shipped from Abroad,15,80394,Yes,PayPal,Weekly,51:04.3,51:04.3,51:04.3,Emma Brown,Germany,Hamburg,9,14.42,110.31,Returned,Late Delivery
CUST3421,53,Male,Tea,Beverages,Small,N/A,Winter,2,Standard,10,79660,Yes,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Emma Jackson,USA,New York,9,42.38,343.28,Returned,Changed Mind
CUST3422,29,Male,Muffin,Bakery,Large,Green,Autumn,5,Standard,15,14050,No,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,John Anderson,Germany,Munich,5,49.37,209.82,Returned,Wrong Item
CUST3423,21,Female,Beef,Meat,Large,Brown,Autumn,2,Express,15,82529,No,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,John Anderson,USA,Los Angeles,6,7.05,35.95,Returned,Late Delivery
CUST3424,34,Female,Chicken,Meat,Large,N/A,Autumn,2,Standard,15,32313,Yes,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Olivia Smith,Australia,Sydney,3,2.17,5.53,Delivered,
CUST3425,56,Female,Chips,Snacks,Small,Yellow,Spring,5,Standard,20,79278,No,PayPal,Weekly,51:04.3,51:04.3,51:04.3,Michael Anderson,Canada,Montreal,1,2.5,2,Returned,Damaged Product
CUST3426,59,Female,Apple,Fruits,Small,Green,Summer,4,Shipped from Abroad,10,63166,Yes,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,Olivia Thomas,USA,Chicago,6,16.57,89.48,Delivered,
CUST3427,69,Male,Croissant,Bakery,Large,N/A,Summer,5,Shipped from Abroad,15,74463,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Sarah Johnson,UK,London,5,32.67,138.85,Delivered,
CUST3428,31,Male,Spinach,Vegetables,Medium,Yellow,Summer,1,Standard,5,35082,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Olivia Brown,Germany,Berlin,5,23.51,111.67,Delivered,
CUST3429,61,Female,Banana,Fruits,Medium,Brown,Spring,4,Standard,5,90701,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,David Brown,USA,Chicago,6,9.72,55.4,Returned,Quality Issue
CUST3430,54,Male,Orange,Fruits,Large,White,Winter,5,Standard,15,22669,No,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,Emma Thomas,Canada,Montreal,9,47.81,365.75,Delivered,
CUST3431,54,Female,Biscuits,Snacks,Medium,Brown,Autumn,2,Express,20,74048,No,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Olivia Taylor,Germany,Hamburg,2,48.53,77.65,Delivered,
CUST3432,60,Female,Croissant,Bakery,Medium,Yellow,Spring,4,Shipped from Abroad,5,75662,Yes,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,John Johnson,UK,London,1,39.75,37.76,Delivered,
CUST3433,44,Male,Potato,Vegetables,Medium,N/A,Autumn,5,Shipped from Abroad,0,59223,Yes,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Olivia Brown,Germany,Berlin,2,,,Returned,Wrong Item
CUST3434,62,Female,Cake,Bakery,Medium,Red,Winter,,Standard,20,38221,Yes,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Emma Thomas,USA,Houston,1,44.11,35.29,Delivered,
CUST3435,30,Female,Fish,Meat,Large,White,Autumn,5,Shipped from Abroad,0,24261,No,Cash,Monthly,51:04.3,51:04.3,51:04.3,David Thomas,Canada,Montreal,,31.13,,Delivered,
CUST3436,30,Female,Cake,Bakery,Medium,N/A,Spring,4,Shipped from Abroad,10,45687,Yes,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Michael Jackson,Australia,Brisbane,7,42.28,266.36,Delivered,
CUST3437,69,Female,Tea,Beverages,Medium,Green,Spring,4,Shipped from Abroad,20,13114,No,PayPal,Weekly,51:04.3,51:04.3,51:04.3,Daniel Johnson,Germany,Hamburg,4,16.74,53.57,Returned,Quality Issue
CUST3438,60,Male,Grapes,Fruits,Medium,White,Winter,3,Shipped from Abroad,20,49684,Yes,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Emma Brown,Canada,Montreal,8,26.43,169.15,Returned,Late Delivery
CUST3439,35,Male,Bread,Bakery,Large,Red,Autumn,2,Standard,15,25091,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Michael Brown,Canada,Vancouver,7,44.18,262.87,Delivered,
CUST3440,65,Female,Soda,Beverages,Small,Green,Summer,4,Standard,15,50340,No,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,John Taylor,Australia,Melbourne,9,,,Delivered,
CUST3441,40,Female,Banana,Fruits,Small,N/A,Summer,3,Express,20,23637,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,David Brown,Australia,Brisbane,8,35.29,225.86,Delivered,
CUST3442,35,Female,Butter,Dairy,Small,Red,Spring,1,Standard,5,84879,No,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Mary Taylor,Canada,Vancouver,10,35.41,336.39,Delivered,
CUST3443,58,Male,Nuts,Snacks,Medium,Brown,Spring,5,Shipped from Abroad,5,61653,No,Bank Transfer,Quarterly,51:04.3,51:04.3,51:04.3,Emma Thomas,Germany,Munich,2,8.75,16.62,Returned,Late Delivery
CUST3444,63,Male,Cake,Bakery,Small,Yellow,Summer,,Standard,10,69309,No,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Daniel Jackson,USA,Houston,10,35.58,320.22,Delivered,
CUST3445,49,Female,Onion,Vegetables,Medium,Green,Winter,2,Standard,20,20531,Yes,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,Daniel Anderson,Canada,Vancouver,6,37.06,177.89,Returned,Wrong Item
CUST3446,62,Female,Milk,Dairy,Large,Yellow,Spring,4,Shipped from Abroad,5,50836,Yes,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,Sarah Jackson,Germany,Hamburg,,23.9,,Delivered,
CUST3447,34,Male,Pork,Meat,Large,Brown,Winter,3,Shipped from Abroad,15,89417,Yes,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,John Thomas,USA,Chicago,1,,,Delivered,
CUST3448,63,Female,Yogurt,Dairy,Small,Red,Spring,5,Express,5,14315,Yes,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,David Taylor,Australia,Sydney,,40.03,,Returned,Damaged Product
CUST3449,37,Female,Cheese,Dairy,Medium,Yellow,Autumn,1,Standard,5,26964,No,Cash,Monthly,51:04.3,51:04.3,51:04.3,Olivia Brown,Australia,Brisbane,8,48.6,369.36,Delivered,
CUST3450,45,Male,Bread,Bakery,Large,Yellow,Winter,2,Shipped from Abroad,0,87312,Yes,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,Mary Thomas,Germany,Munich,4,15.38,61.52,Returned,Wrong Item
CUST3451,67,Male,Muffin,Bakery,Large,Yellow,Spring,5,Shipped from Abroad,20,56342,No,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,Mary Anderson,USA,Los Angeles,2,11.7,18.72,Delivered,
CUST3452,59,Female,Spinach,Vegetables,Large,Green,Autumn,1,Express,0,68707,Yes,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,Emma Anderson,Germany,Berlin,10,20.81,208.1,Delivered,
CUST3453,48,Female,Cheese,Dairy,Medium,Green,Autumn,1,Standard,0,97052,Yes,PayPal,Weekly,51:04.3,51:04.3,51:04.3,Olivia Anderson,Canada,Vancouver,4,20.02,80.08,Delivered,
CUST3454,52,Female,Coffee,Beverages,Large,Brown,Summer,3,Standard,5,32731,Yes,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,John Anderson,UK,Manchester,6,31.17,177.67,Delivered,
CUST3455,19,Male,Chicken,Meat,Medium,Green,Spring,,Express,5,77481,Yes,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Mary Anderson,UK,Liverpool,8,29.01,220.48,Delivered,
CUST3456,70,Female,Beef,Meat,Large,Green,Autumn,1,Standard,20,76995,Yes,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Mary Thomas,USA,Houston,,46.15,,Returned,Damaged Product
CUST3457,57,Female,Onion,Vegetables,Large,N/A,Spring,4,Shipped from Abroad,20,98222,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Daniel Smith,Canada,Vancouver,1,24.42,19.54,Delivered,
CUST3458,69,Male,Muffin,Bakery,Large,Green,Summer,1,Standard,10,69728,Yes,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Michael Anderson,USA,Houston,10,41.34,372.06,Returned,Changed Mind
CUST3459,47,Female,Fish,Meat,Large,Yellow,Autumn,4,Shipped from Abroad,20,22126,Yes,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,David Anderson,Canada,Toronto,,,,Returned,Late Delivery
CUST3460,70,Male,Juice,Beverages,Small,N/A,Autumn,4,Standard,10,83079,Yes,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,John Brown,USA,Houston,8,29.54,212.69,Delivered,
CUST3461,59,Female,Spinach,Vegetables,Medium,Red,Summer,5,Shipped from Abroad,20,70469,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Daniel Brown,Germany,Hamburg,4,24.88,79.62,Delivered,
CUST3462,33,Female,Chips,Snacks,Large,N/A,Summer,,Express,15,82108,No,Cash,Weekly,51:04.3,51:04.3,51:04.3,John Thomas,Canada,Vancouver,3,4.46,11.37,Returned,Late Delivery
CUST3463,67,Female,Tea,Beverages,Small,Brown,Autumn,5,Shipped from Abroad,5,35515,Yes,Bank Transfer,Quarterly,51:04.3,51:04.3,51:04.3,Emma Jackson,UK,London,2,3.35,6.37,Returned,Wrong Item
CUST3464,30,Male,Cake,Bakery,Large,N/A,Spring,1,Express,10,78949,Yes,Cash,Monthly,51:04.3,51:04.3,51:04.3,Daniel Thomas,Germany,Munich,10,19.91,179.19,Delivered,
CUST3465,59,Female,Cheese,Dairy,Small,Red,Autumn,,Standard,0,27353,Yes,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Daniel Smith,Canada,Toronto,6,41.16,246.96,Returned,Wrong Item
CUST3466,42,Male,Grapes,Fruits,Small,Brown,Spring,4,Shipped from Abroad,20,94225,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,David Brown,Germany,Munich,8,35.72,228.61,Returned,Late Delivery
CUST3467,31,Male,Cheese,Dairy,Small,Yellow,Summer,2,Shipped from Abroad,20,81316,Yes,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Michael Anderson,USA,Los Angeles,1,15.98,12.78,Returned,Damaged Product
CUST3468,44,Female,Tea,Beverages,Medium,N/A,Summer,4,Shipped from Abroad,5,58285,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,David Jackson,Germany,Munich,5,45.11,214.27,Returned,Wrong Item
CUST3469,31,Female,Potato,Vegetables,Small,Brown,Winter,2,Express,0,11835,Yes,PayPal,Monthly,51:04.3,51:04.3,51:04.3,Sarah Anderson,UK,London,4,10.85,43.4,Delivered,
CUST3470,36,Female,Chicken,Meat,Large,Green,Winter,1,Standard,5,82261,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Emma Brown,Canada,Montreal,10,33.97,322.71,Delivered,
CUST3471,37,Male,Pork,Meat,Medium,Red,Winter,4,Express,10,48403,No,PayPal,Monthly,51:04.3,51:04.3,51:04.3,Daniel Jackson,USA,Los Angeles,10,5.28,47.52,Returned,Late Delivery
CUST3472,61,Male,Yogurt,Dairy,Small,Green,Summer,5,Express,20,71256,No,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,Olivia Johnson,Germany,Berlin,5,32.3,129.2,Returned,Changed Mind
CUST3473,59,Male,Chocolate,Snacks,Large,Red,Spring,3,Shipped from Abroad,10,20361,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Michael Johnson,USA,Los Angeles,2,10.65,19.17,Delivered,
CUST3474,63,Female,Onion,Vegetables,Large,Red,Spring,2,Standard,10,48521,Yes,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,John Johnson,Germany,Hamburg,4,10.55,37.98,Delivered,
CUST3475,20,Female,Soda,Beverages,Small,N/A,Summer,3,Standard,20,37525,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Sarah Johnson,Canada,Montreal,8,28.8,184.32,Returned,Quality Issue
CUST3476,65,Female,Croissant,Bakery,Medium,Brown,Winter,5,Shipped from Abroad,5,90788,No,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Daniel Johnson,Canada,Toronto,3,10.6,30.21,Returned,Late Delivery
CUST3477,53,Female,Yogurt,Dairy,Medium,White,Autumn,,Standard,10,41765,No,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,Mary Brown,USA,Los Angeles,7,40.13,252.82,Returned,Damaged Product
CUST3478,18,Female,Bread,Bakery,Medium,Yellow,Spring,4,Shipped from Abroad,10,86000,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,Olivia Jackson,Germany,Hamburg,1,25.42,22.88,Delivered,
CUST3479,54,Male,Fish,Meat,Small,Green,Winter,2,Standard,0,64306,No,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Olivia Anderson,USA,Houston,8,13.17,105.36,Delivered,
CUST3480,26,Male,Yogurt,Dairy,Medium,Green,Summer,4,Shipped from Abroad,15,10214,Yes,Cash,Weekly,51:04.3,51:04.3,51:04.3,Olivia Johnson,Germany,Berlin,9,33.08,253.06,Delivered,
CUST3481,46,Male,Orange,Fruits,Medium,Green,Summer,4,Shipped from Abroad,5,85475,No,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,Emma Taylor,UK,Manchester,3,19.16,54.61,Returned,Wrong Item
CUST3482,41,Male,Onion,Vegetables,Small,Yellow,Spring,,Standard,10,52963,No,Cash,Weekly,51:04.3,51:04.3,51:04.3,Daniel Taylor,UK,Liverpool,8,8.56,61.63,Delivered,
CUST3483,30,Male,Beef,Meat,Medium,Green,Summer,,Shipped from Abroad,10,29775,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,John Taylor,Australia,Melbourne,1,35.11,31.6,Delivered,
CUST3484,60,Male,Butter,Dairy,Large,Brown,Autumn,2,Shipped from Abroad,5,57439,No,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Mary Taylor,Germany,Munich,3,,,Returned,Damaged Product
CUST3485,64,Female,Soda,Beverages,Large,Brown,Autumn,2,Shipped from Abroad,5,30177,Yes,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Sarah Taylor,USA,Houston,10,38.41,364.89,Returned,Damaged Product
CUST3486,37,Female,Nuts,Snacks,Medium,Red,Autumn,1,Standard,10,51626,Yes,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,Sarah Anderson,Canada,Vancouver,3,35.07,94.69,Returned,Changed Mind
CUST3487,52,Male,Chips,Snacks,Small,N/A,Autumn,3,Standard,15,30909,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Olivia Jackson,Germany,Hamburg,,44.17,,Delivered,
CUST3488,20,Female,Beef,Meat,Medium,N/A,Winter,4,Shipped from Abroad,15,93947,No,PayPal,Monthly,51:04.3,51:04.3,51:04.3,Daniel Smith,Germany,Berlin,10,36.71,312.04,Returned,Damaged Product
CUST3489,26,Female,Onion,Vegetables,Large,Red,Spring,3,Express,15,83995,No,Bank Transfer,Yearly,51:04.3,51:04.3,51:04.3,John Smith,USA,Los Angeles,,36.84,,Delivered,
CUST3490,26,Male,Milk,Dairy,Small,White,Autumn,5,Standard,10,83391,Yes,Bank Transfer,Quarterly,51:04.3,51:04.3,51:04.3,Emma Thomas,UK,Manchester,6,,,Delivered,
CUST3491,57,Male,Potato,Vegetables,Medium,Yellow,Winter,3,Shipped from Abroad,10,90818,No,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,Daniel Thomas,Canada,Vancouver,9,19.44,157.46,Delivered,
CUST3492,20,Female,Biscuits,Snacks,Small,Brown,Spring,5,Shipped from Abroad,5,53981,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Sarah Anderson,UK,London,6,13.27,75.64,Returned,Wrong Item
CUST3493,43,Female,Chicken,Meat,Large,N/A,Spring,3,Express,20,77143,Yes,PayPal,Weekly,51:04.3,51:04.3,51:04.3,Mary Jackson,Germany,Hamburg,3,36.09,86.62,Returned,Wrong Item
CUST3494,51,Male,Butter,Dairy,Large,White,Winter,1,Shipped from Abroad,20,23477,No,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,Michael Anderson,USA,Houston,3,5.13,12.31,Returned,Quality Issue
CUST3495,32,Female,Carrot,Vegetables,Large,Yellow,Spring,1,Shipped from Abroad,15,93831,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Olivia Thomas,Australia,Melbourne,9,47.56,363.83,Returned,Wrong Item
CUST3496,26,Male,Pork,Meat,Large,Brown,Autumn,4,Shipped from Abroad,0,31693,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,John Anderson,Germany,Munich,4,2.38,9.52,Returned,Wrong Item
CUST3497,37,Female,Spinach,Vegetables,Large,Yellow,Winter,1,Shipped from Abroad,20,71306,Yes,Cash,Quarterly,51:04.3,51:04.3,51:04.3,John Smith,USA,Los Angeles,7,13.96,78.18,Returned,Damaged Product
CUST3498,30,Male,Chicken,Meat,Large,Brown,Summer,1,Shipped from Abroad,20,84615,Yes,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,David Johnson,Canada,Toronto,1,35.28,28.22,Returned,Changed Mind
CUST3499,31,Female,Fish,Meat,Small,Yellow,Spring,3,Standard,20,84514,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,David Brown,UK,Manchester,,13.92,,Returned,Late Delivery
CUST3500,69,Male,Carrot,Vegetables,Medium,Yellow,Spring,2,Shipped from Abroad,15,39070,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,John Brown,USA,Houston,9,31.17,238.45,Delivered,
CUST3501,38,Male,Pork,Meat,Medium,White,Summer,5,Express,0,17221,No,PayPal,Weekly,51:04.3,51:04.3,51:04.3,David Smith,Canada,Vancouver,5,49.42,247.1,Delivered,
CUST3502,55,Male,Muffin,Bakery,Small,Brown,Spring,,Express,0,57478,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Emma Smith,Australia,Melbourne,1,,,Returned,Changed Mind
CUST3503,47,Female,Spinach,Vegetables,Medium,N/A,Spring,5,Shipped from Abroad,20,67338,No,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,Olivia Thomas,Canada,Vancouver,4,43.67,139.74,Returned,Wrong Item
CUST3504,40,Male,Tomato,Vegetables,Large,N/A,Spring,1,Standard,10,77293,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,Michael Jackson,Germany,Hamburg,4,22.61,81.4,Returned,Quality Issue
CUST3505,40,Male,Bread,Bakery,Large,Green,Spring,3,Standard,5,99038,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Emma Thomas,USA,Houston,6,13.81,78.72,Delivered,
CUST3506,23,Male,Onion,Vegetables,Large,Red,Winter,1,Standard,10,55667,No,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,John Brown,Canada,Toronto,4,27.93,100.55,Returned,Wrong Item
CUST3507,24,Male,Cheese,Dairy,Small,Yellow,Spring,1,Express,10,91742,No,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Sarah Smith,Australia,Sydney,2,12.01,21.62,Returned,Wrong Item
CUST3508,28,Male,Biscuits,Snacks,Large,Yellow,Winter,5,Shipped from Abroad,10,46038,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Daniel Taylor,Australia,Brisbane,7,25.58,161.15,Returned,Wrong Item
CUST3509,38,Female,Chips,Snacks,Large,N/A,Winter,2,Standard,15,93910,Yes,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,David Johnson,USA,New York,2,36.66,62.32,Returned,Wrong Item
CUST3510,69,Female,Cheese,Dairy,Large,Green,Spring,2,Express,15,25949,Yes,Cash,Weekly,51:04.3,51:04.3,51:04.3,John Smith,Australia,Sydney,7,14.5,86.27,Returned,Damaged Product
CUST3511,65,Female,Potato,Vegetables,Large,Brown,Spring,3,Express,5,56508,No,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,Olivia Smith,UK,London,7,3.5,23.27,Returned,Quality Issue
CUST3512,49,Male,Carrot,Vegetables,Large,White,Winter,1,Express,20,97660,No,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Emma Thomas,Australia,Brisbane,2,4.54,7.26,Returned,Late Delivery
CUST3513,43,Female,Tomato,Vegetables,Large,N/A,Spring,1,Shipped from Abroad,5,49478,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Sarah Jackson,USA,Los Angeles,6,14.02,79.91,Delivered,
CUST3514,27,Male,Fish,Meat,Small,Brown,Spring,4,Express,15,73657,Yes,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Sarah Anderson,Canada,Toronto,2,25.46,43.28,Delivered,
CUST3515,25,Female,Bread,Bakery,Large,Brown,Autumn,3,Standard,0,34488,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,John Taylor,Germany,Munich,7,22.34,156.38,Delivered,
CUST3516,57,Male,Nuts,Snacks,Small,White,Autumn,5,Shipped from Abroad,5,53785,No,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,Emma Taylor,USA,Los Angeles,9,20.72,177.16,Delivered,
CUST3517,68,Male,Cheese,Dairy,Large,Yellow,Spring,5,Standard,20,93374,No,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Daniel Taylor,Germany,Berlin,4,23.61,75.55,Delivered,
CUST3518,48,Male,Croissant,Bakery,Large,White,Spring,3,Standard,5,14518,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Mary Smith,UK,Liverpool,7,26.8,178.22,Returned,Late Delivery
CUST3519,61,Male,Beef,Meat,Small,Red,Winter,5,Express,0,72963,Yes,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,Emma Johnson,Germany,Munich,5,10.83,54.15,Delivered,
CUST3520,35,Male,Butter,Dairy,Small,Brown,Winter,2,Shipped from Abroad,0,59974,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Emma Johnson,USA,Chicago,1,9.86,9.86,Delivered,
CUST3521,52,Male,Orange,Fruits,Small,N/A,Spring,1,Shipped from Abroad,15,64560,Yes,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Olivia Smith,Canada,Montreal,1,20.77,17.65,Delivered,
CUST3522,18,Female,Bread,Bakery,Large,White,Summer,3,Express,0,25310,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Sarah Jackson,Canada,Vancouver,3,36.34,109.02,Returned,Quality Issue
CUST3523,32,Female,Milk,Dairy,Medium,Yellow,Autumn,1,Shipped from Abroad,0,33631,Yes,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,Emma Brown,UK,London,10,,,Delivered,
CUST3524,56,Male,Spinach,Vegetables,Small,Green,Spring,1,Standard,0,10393,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Mary Jackson,Australia,Sydney,5,15.59,77.95,Delivered,
CUST3525,26,Male,Croissant,Bakery,Large,N/A,Autumn,5,Standard,0,45421,Yes,PayPal,Yearly,51:04.3,51:04.3,51:04.3,John Taylor,Germany,Munich,7,14.61,102.27,Delivered,
CUST3526,65,Male,Banana,Fruits,Medium,White,Winter,1,Shipped from Abroad,15,94988,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Olivia Jackson,Canada,Montreal,3,,,Delivered,
CUST3527,46,Female,Chicken,Meat,Large,Green,Summer,2,Shipped from Abroad,5,33639,No,PayPal,Yearly,51:04.3,51:04.3,51:04.3,John Smith,USA,Houston,7,14.16,94.16,Returned,Damaged Product
CUST3528,44,Male,Chips,Snacks,Medium,N/A,Summer,2,Standard,10,16609,Yes,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,Emma Taylor,Australia,Brisbane,4,,,Returned,Late Delivery
CUST3529,47,Male,Grapes,Fruits,Small,Red,Spring,5,Express,0,77939,No,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,Olivia Johnson,UK,Manchester,10,48.37,483.7,Returned,Quality Issue
CUST3530,19,Male,Beef,Meat,Large,Brown,Spring,1,Standard,5,96826,No,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,Sarah Johnson,Germany,Munich,10,40.23,382.18,Returned,Changed Mind
